"","Date","State.UnionTerritory","ConfirmedIndianNational","ConfirmedForeignNational","Cured","Deaths","Confirmed"
"19511","03-08-2021","Kerala","3425473","0","3242684","16955",3425473
"20511","03-08-2021","Lakshadweep","10207","0","10078","50",10207
"21511","03-08-2021","Ladakh","20345","0","20081","207",20345
"22511","03-08-2021","Madhya Pradesh","791862","0","781217","10513",791862
"23511","03-08-2021","Maharashtra","6315063","0","6103325","133038",6315063
"24511","03-08-2021","Manipur","99872","0","88480","1578",99872
"25511","03-08-2021","Meghalaya","65939","0","58987","1109",65939
"26511","03-08-2021","Mizoram","40111","0","27642","153",40111
"27511","03-08-2021","Nagaland","28004","0","26130","574",28004
"28511","03-08-2021","Odisha","979737","0","960386","6033",979737
"29511","03-08-2021","Puducherry","121059","0","118320","1795",121059
"30511","03-08-2021","Punjab","599162","0","582395","16294",599162
"31709","03-08-2021","Rajasthan","953704","0","944509","8954",953704
"32524","03-08-2021","Sikkim","26880","0","23211","346",26880
"33512","03-08-2021","Tamil Nadu","2563544","0","2509029","34130",2563544
"34511","03-08-2021","Telengana","645997","0","633371","3807",645997
"35511","03-08-2021","Tripura","79026","0","75167","755",79026
"36511","03-08-2021","Uttarakhand","342198","0","334261","7363",342198
"37511","03-08-2021","Uttar Pradesh","1708500","0","1685091","22763",1708500
"38511","03-08-2021","West Bengal","1529295","0","1500331","18161",1529295
"31710","04-08-2021","Andhra Pradesh","1971554","0","1937956","13428",1971554
